anio;EMPRESA;TOTAL
09/2017;"EXPRESO ESTEBAN ECHEVERRIA S.R.L.";1946128
09/2017;"EXPRESO GENERAL SARMIENTO S.A.";3681274
09/2017;"EXPRESO LA PLATA BUENOS AIRES S.A.";1037528
09/2017;"EXPRESO LOMAS S.A.";1532074
09/2017;"EXPRESO NUEVE DE JULIO S.A.";1524941
09/2017;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";2325642
09/2017;"EXPRESO QUILMES S.A.";2087193
09/2017;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I.";1240090
09/2017;"EXPRESO VILLA GALICIA SAN JOSE S.A.";4077019
09/2017;"EXPRESO VILLA NUEVA S.A.";2005640
09/2017;"FERROVIAS S.A.";2226813
09/2017;"FUERTE BARRAGAN S.A.T.I.C.I.";1118841
09/2017;"GENERAL PUEYRREDON S.A.T.C.I.";1149198
09/2017;"GENERAL TOMAS GUIDO S.A.C.I.F.";5297868
09/2017;"GRUPO LINEA 179 S.A.";475365
09/2017;"JUAN B. JUSTO S.A.T.C.I.";1364678
09/2017;"LA CABAÑA S.A.";6939504
09/2017;"LA CENTRAL DE ESCOBAR SA";1949067
09/2017;"LA CENTRAL DE VICENTE LOPEZ S.A.";551313
09/2017;"LA FLOR DE LUJAN SRL";40076
09/2017;"LA NUEVA METROPOL S.A.";5161953
09/2017;"LA PRIMERA DE GRAND BOURG S.A.";4755290
09/2017;"LA PRIMERA DE LA ESCONDIDA SRL";117495
09/2017;"LA PRIMERA DE MALVINAS ARGENTINAS UTE";388280
09/2017;"LA PRIMERA DE MARTINEZ S.A";1434687
09/2017;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS";2659449
09/2017;"LIBERTADOR SAN MARTIN SAT";1737589
09/2017;"LINEA 10 S.A.";870772
09/2017;"LINEA 17 S.A.";1327883
09/2017;"LINEA 213 S.A. DE TRANSPORTE";1532928
09/2017;"LINEA 22 S.A.";780745
09/2017;"LINEA 71 S.A.";1524036
09/2017;"LINEA DE MICROOMNIBUS 47 S.A.T.C.F.I.";984972
09/2017;"LINEA EXPRESO LINIERS S.A.I.Y C.";805948
09/2017;"LINEA SESENTA SA";1057965
09/2017;"LOS CONSTITUYENTES S.A.T.";3216283
09/2017;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR";1469300
09/2017;"MAYO S.A.T.A.";763061
09/2017;METROVIAS;29705059
09/2017;"METROVIAS S.A. (URQUIZA)";1949040
09/2017;"MICRO OMNIBUS AVENIDA S.A.";992908
09/2017;"MICRO OMNIBUS ESTE S.A";781790
09/2017;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";3090818
09/2017;"MICRO OMNIBUS GRAL PACHECO SRL";1378933
09/2017;"MICRO OMNIBUS MITRE S.A.";1809810
09/2017;"MICRO OMNIBUS NORTE S.A.";2518355
09/2017;"MICRO OMNIBUS O´HIGGINS S.A.T.";616765
09/2017;"MICRO OMNIBUS PRIMERA JUNTA S.A";3300805
09/2017;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";5438624
09/2017;"MICRO OMNIBUS SUR S.A.C.";1592654
09/2017;"MICRO OMNIBUS TIGRE S.A.";3506924
09/2017;"MICROEXPRES S.A.";188624
09/2017;"MICROOMNIBUS BARRANCAS DE BELGRANO S.A.";893167
09/2017;"MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I";2140031
09/2017;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.";1115608
09/2017;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";1415480
09/2017;"NUDO S.A.";3114196
09/2017;"NUEVO IDEAL S.A.";3706756
09/2017;"NUEVOS RUMBOS S.A.T.A.C.I.F.I.";2159768
09/2017;"PILAR BUS S.A";838125
09/2017;"ROCARAZA S.A.";2164762
09/2017;"RUTA BUS S.A.";1203112
09/2017;"SAN VICENTE S.A. DE TRANSPORTES";4100907
09/2017;"SARGENTO CABRAL S.A.DE TRANSPORTE";3000267
09/2017;"SERGIO A. RIVAS S.R.L";128767
09/2017;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";1764843
09/2017;"SOFSE - Belgrano Sur";1073456
09/2017;"SOFSE - Mitre";5204214
09/2017;"SOFSE - Roca";12588488
09/2017;"SOFSE - San Martin";4320611
09/2017;"SOFSE- SARMIENTO";5686246
09/2017;"SOFSE- TREN DE LA COSTA";14552
09/2017;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";935234
09/2017;"TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C.";654960
09/2017;"TRANSP. SGTO. CABRAL";760650
09/2017;"TRANSPORTE 11 DE JUNIO S.R.L.";433299
09/2017;"TRANSPORTE AUTOMOTOR PLAZA S.A.C.I.";4897855
09/2017;"TRANSPORTE AUTOMOTORES LA PLATA SA";3041508
09/2017;"TRANSPORTE DEL SUR S.R.L.";719922
09/2017;"TRANSPORTE ESCALADA S.A.T.";1069600
09/2017;"TRANSPORTE IDEAL SAN JUSTO S.A.";3820723
09/2017;"TRANSPORTE JOSE HERNANDEZ S.A.C.I.";628584
09/2017;"TRANSPORTE LA UNION SA";1264538
09/2017;"TRANSPORTE LARRAZABAL C.I.S.A.";4550154
09/2017;"TRANSPORTE NUEVE DE JULIO SAC.";848504
09/2017;"TRANSPORTES 1º SEPTIEMBRE S.A.";779981
09/2017;"TRANSPORTES 27 DE JUNIO S.A.C.I.F.";470588
09/2017;"TRANSPORTES 270 S.A.";836509
09/2017;"TRANSPORTES ALMIRANTE BROWN S.A.";1292614
09/2017;"TRANSPORTES ATLANTIDA S.A.C.";1707092
09/2017;"TRANSPORTES AUTOMOTORES  LANUS ESTE S.A.";1012879
09/2017;"TRANSPORTES AUTOMOTORES CALLAO S.A.";2736113
09/2017;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";2758633
09/2017;"TRANSPORTES AVENIDA BERNARDO ADER S.A.";1390288
09/2017;"TRANSPORTES COLEGIALES S.A.C.I.";931414
09/2017;"TRANSPORTES DEL TEJAR S.A.";805371
09/2017;"TRANSPORTES LA PERLITA S.A.";9043124
09/2017;"TRANSPORTES LINEA 123 S.A.C.I.";381073
09/2017;"TRANSPORTES LOPE DE VEGA S.A.C.I.";3495790
09/2017;"TRANSPORTES NUEVA CHICAGO C.I.S.A.";1487313
09/2017;"TRANSPORTES QUIRNO COSTA S.A.C.I.";903754
09/2017;"TRANSPORTES RIO GRANDE S.A.C.I.F.";2448988
09/2017;"TRANSPORTES SAN CAYETANO S.A.C.";435155
09/2017;"TRANSPORTES SAN JUAN BAUTISTA S.A.";1904155
09/2017;"TRANSPORTES SANTA FE S.A.C.I.";1634031
09/2017;"TRANSPORTES SESENTA Y OCHO S.R.L.";1481896
09/2017;"TRANSPORTES SOL DE MAYO C.I.S.A.";774934
09/2017;"TRANSPORTES SUR-NOR C.I.S.A.";1980163
09/2017;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.";2913648
09/2017;"TRANSPORTES VILLA BOSCH SAC el";833779
09/2017;"TTES.AUTOMOTORES DE PASAJEROS SIGLO XXI SA";743065
09/2017;"UNION PLATENSE SRL";3461001
09/2017;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T";1172836
09/2017;"UNION TRANSPORTISTAS DE EMPRESAS SA";768718
09/2017;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS";443726
09/2017;"UTENOR SA L 722";190629
09/2017;"VUELTA DE ROCHA S.A.T.C.I.";898831
09/2017;"YITOS S.A.";2409143
08/2017;"17 DE AGOSTO S.A.";1022787
08/2017;"4 DE SEPTIEMBRE S.A.T.C.P.";1351974
08/2017;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";4577655
08/2017;"ALMAFUERTE S.A.T.A.C.I.";1118067
08/2017;"AUTOBUSES BUENOS AIRES SRL";1661342
08/2017;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";5156387
08/2017;"BERNARDINO RIVADAVIA S.A.T.A.";2156319
08/2017;"BUENOS AIRES BUS SOCIEDAD ANONIMA";371024
08/2017;"BUS DEL OESTE S.A.";483588
08/2017;"CARDENAS S.A. EMPRESA DE TRANSPORTES";1373869
08/2017;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL";1178071
08/2017;"CIA LA PAZ AMADOR MOURE SACIFIYA";885431
08/2017;"COLECTIVEROS UNIDOS S.A.";1262177
08/2017;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";4391293
08/2017;"COMPAÑIA DE TRANSPORTE VECINAL S.A.";580107
08/2017;"COMPAÑIA ISLEÑA S.R.L.";4652575
08/2017;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI";2110415
08/2017;"COMPAÑIA NOROESTE S.A.T.";3471256
08/2017;"COOPERATIVA DE TRABAJO 3 DE JULIO LIMITADA";477128
08/2017;"COOPERATIVA DE TRABAJO 6 DE JULIO LIMITADA";93745
08/2017;"D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR";4743591
08/2017;"D.U.V.I. SOCIEDAD ANONIMA";1055618
08/2017;"EL NUEVO HALCON S.A.";2477880
08/2017;"EL PUENTE S.A.T.";1901842
08/2017;"EL URBANO SRL";208192
08/2017;"EMP.DE TRANSP. PEDRO DE MENDOZA C.I.S.A.";1216837
08/2017;"EMP.DE TRANSP.MICROOMN.SAENZ PEÑA S.R.L.";1537375
08/2017;"EMP.TRANSP.AUTOM.DE PASAJEROS S.A.C.I.F.";1305863
08/2017;"EMPRESA 501 SA";1644826
08/2017;"EMPRESA ANTARTIDA ARGENTINA S.A.T.";779620
08/2017;"EMPRESA CINCO DE AGOSTO S.R.L.";344726
08/2017;"EMPRESA CIUDAD DE SAN FERNANDO SA";2881850
08/2017;"EMPRESA DE TRANSP. MARIANO MORENO S.A.";469625
08/2017;"EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A";3000304
08/2017;"EMPRESA DE TRANSPORTE DEL SUR SRL";1042194
08/2017;"EMPRESA DE TRANSPORTE PARQUE COSTERO DEL SUR S.R.L";5980
08/2017;"EMPRESA DE TRANSPORTES AMERICA S.A.C.I.";1019813
08/2017;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";1896929
08/2017;"EMPRESA DE TRANSPORTES SANTA RITA  SRL";33109
08/2017;"EMPRESA DEL OESTE SAT";3710233
08/2017;"EMPRESA J.M. EZEIZA S.R.L.";1853640
08/2017;"EMPRESA LINEA 216 S.A.T.";9679070
08/2017;"EMPRESA LINEA SIETE SAT";1174356
08/2017;"EMPRESA MICROOMNIBUS LARROQUE LINEA 548 SRL";400887
08/2017;"EMPRESA MONTE GRANDE S.A. LINEA 501";4019857
08/2017;"EMPRESA NUEVE DE JULIO S.A.T.";2159947
08/2017;"EMPRESA TANDILENSE S.A.C.I.F.I.Y DE S.";2830865
08/2017;"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L.";491289
08/2017;"EMRESA MONTERREY S.R.L.";199939
08/2017;"EXPRESO ARSENO SRL";1057346
08/2017;"EXPRESO EMPALME LOBOS S.R.L.";80662
08/2017;"EXPRESO ESTEBAN ECHEVERRIA S.R.L.";1991177
08/2017;"EXPRESO GENERAL SARMIENTO S.A.";3720549
08/2017;"EXPRESO LA PLATA BUENOS AIRES S.A.";1057021
08/2017;"EXPRESO LOMAS S.A.";1581036
08/2017;"EXPRESO NUEVE DE JULIO S.A.";1567246
08/2017;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";2397252
08/2017;"EXPRESO QUILMES S.A.";2138355
08/2017;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I.";1239226
08/2017;"EXPRESO VILLA GALICIA SAN JOSE S.A.";4140091
08/2017;"EXPRESO VILLA NUEVA S.A.";2079166
08/2017;"FERROVIAS S.A.";2252131
08/2017;"FUERTE BARRAGAN S.A.T.I.C.I.";1137084
08/2017;"GENERAL PUEYRREDON S.A.T.C.I.";1197192
08/2017;"GENERAL TOMAS GUIDO S.A.C.I.F.";5416835
08/2017;"GRUPO LINEA 179 S.A.";475394
08/2017;"JUAN B. JUSTO S.A.T.C.I.";1397788
08/2017;"LA CABAÑA S.A.";7164744
08/2017;"LA CENTRAL DE ESCOBAR SA";2007608
08/2017;"LA CENTRAL DE VICENTE LOPEZ S.A.";537830
08/2017;"LA FLOR DE LUJAN SRL";37118
08/2017;"LA NUEVA METROPOL S.A.";3187748
08/2017;"LA PRIMERA DE GRAND BOURG S.A.";4856233
08/2017;"LA PRIMERA DE LA ESCONDIDA SRL";121681
08/2017;"LA PRIMERA DE MALVINAS ARGENTINAS UTE";380888
08/2017;"LA PRIMERA DE MARTINEZ S.A";1490130
08/2017;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS";2172514
08/2017;"LIBERTADOR SAN MARTIN SAT";1793242
08/2017;"LINEA 10 S.A.";895611
08/2017;"LINEA 17 S.A.";1352992
08/2017;"LINEA 213 S.A. DE TRANSPORTE";1552258
08/2017;"LINEA 22 S.A.";778315
08/2017;"LINEA 71 S.A.";1604214
08/2017;"LINEA DE MICROOMNIBUS 47 S.A.T.C.F.I.";1015525
08/2017;"LINEA EXPRESO LINIERS S.A.I.Y C.";796361
08/2017;"LINEA SESENTA SA";1065080
08/2017;"LOS CONSTITUYENTES S.A.T.";3312964
08/2017;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR";1548660
08/2017;"MAYO S.A.T.A.";804527
08/2017;METROVIAS;30284839
08/2017;"METROVIAS S.A. (URQUIZA)";1927134
08/2017;"MICRO OMNIBUS AVENIDA S.A.";1027566
08/2017;"MICRO OMNIBUS ESTE S.A";801257
08/2017;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";3191063
08/2017;"MICRO OMNIBUS GRAL PACHECO SRL";1454234
08/2017;"MICRO OMNIBUS MITRE S.A.";1871951
08/2017;"MICRO OMNIBUS NORTE S.A.";2539100
08/2017;"MICRO OMNIBUS O´HIGGINS S.A.T.";629314
08/2017;"MICRO OMNIBUS PRIMERA JUNTA S.A";3321334
08/2017;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";5510155
08/2017;"MICRO OMNIBUS SUR S.A.C.";1593613
08/2017;"MICRO OMNIBUS TIGRE S.A.";3718725
08/2017;"MICROEXPRES S.A.";194561
08/2017;"MICROOMNIBUS BARRANCAS DE BELGRANO S.A.";922853
08/2017;"MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I";2198100
08/2017;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.";1137304
08/2017;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";1443293
08/2017;"NUDO S.A.";3197542
08/2017;"NUEVO IDEAL S.A.";3745510
08/2017;"NUEVOS RUMBOS S.A.T.A.C.I.F.I.";2245345
08/2017;"PILAR BUS S.A";865669
08/2017;"ROCARAZA S.A.";2228847
08/2017;"RUTA BUS S.A.";1230853
08/2017;"SAN VICENTE S.A. DE TRANSPORTES";4194913
08/2017;"SARGENTO CABRAL S.A.DE TRANSPORTE";2645715
08/2017;"SERGIO A. RIVAS S.R.L";128149
08/2017;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";1784891
08/2017;"SOFSE - Belgrano Sur";1089005
08/2017;"SOFSE - Mitre";5434921
08/2017;"SOFSE - Roca";12739568
08/2017;"SOFSE - San Martin";4259848
08/2017;"SOFSE- SARMIENTO";5449605
08/2017;"SOFSE- TREN DE LA COSTA";15531
08/2017;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";933026
08/2017;"TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C.";689842
08/2017;"TRANSP. SGTO. CABRAL";799827
08/2017;"TRANSPORTE 11 DE JUNIO S.R.L.";457446
08/2017;"TRANSPORTE AUTOMOTOR PLAZA S.A.C.I.";4958878
08/2017;"TRANSPORTE AUTOMOTORES LA PLATA SA";3118432
08/2017;"TRANSPORTE DEL SUR S.R.L.";743743
08/2017;"TRANSPORTE ESCALADA S.A.T.";1101178
08/2017;"TRANSPORTE IDEAL SAN JUSTO S.A.";3872914
08/2017;"TRANSPORTE JOSE HERNANDEZ S.A.C.I.";648530
08/2017;"TRANSPORTE LA UNION SA";1270409
08/2017;"TRANSPORTE LARRAZABAL C.I.S.A.";4661621
08/2017;"TRANSPORTE NUEVE DE JULIO SAC.";858133
08/2017;"TRANSPORTES 1º SEPTIEMBRE S.A.";793545
08/2017;"TRANSPORTES 27 DE JUNIO S.A.C.I.F.";503272
08/2017;"TRANSPORTES 270 S.A.";827651
08/2017;"TRANSPORTES ALMIRANTE BROWN S.A.";1334540
08/2017;"TRANSPORTES ATLANTIDA S.A.C.";1721996
08/2017;"TRANSPORTES AUTOMOTORES  LANUS ESTE S.A.";1029385
08/2017;"TRANSPORTES AUTOMOTORES CALLAO S.A.";2800251
08/2017;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";2829559
08/2017;"TRANSPORTES AVENIDA BERNARDO ADER S.A.";1377049
08/2017;"TRANSPORTES COLEGIALES S.A.C.I.";936788
08/2017;"TRANSPORTES DEL TEJAR S.A.";791132
08/2017;"TRANSPORTES LA PERLITA S.A.";9289632
08/2017;"TRANSPORTES LINEA 123 S.A.C.I.";395380
08/2017;"TRANSPORTES LOPE DE VEGA S.A.C.I.";3599636
08/2017;"TRANSPORTES NUEVA CHICAGO C.I.S.A.";1532342
08/2017;"TRANSPORTES QUIRNO COSTA S.A.C.I.";955573
08/2017;"TRANSPORTES RIO GRANDE S.A.C.I.F.";2455768
08/2017;"TRANSPORTES SAN CAYETANO S.A.C.";443161
08/2017;"TRANSPORTES SAN JUAN BAUTISTA S.A.";1890242
08/2017;"TRANSPORTES SANTA FE S.A.C.I.";1689691
08/2017;"TRANSPORTES SESENTA Y OCHO S.R.L.";1536396
08/2017;"TRANSPORTES SOL DE MAYO C.I.S.A.";794435
08/2017;"TRANSPORTES SUR-NOR C.I.S.A.";2036289
08/2017;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.";3038911
08/2017;"TRANSPORTES VILLA BOSCH SAC el";874136
08/2017;"TTES.AUTOMOTORES DE PASAJEROS SIGLO XXI SA";793942
08/2017;"UNION PLATENSE SRL";3501507
08/2017;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T";1205917
08/2017;"UNION TRANSPORTISTAS DE EMPRESAS SA";790742
08/2017;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS";476910
08/2017;"UTENOR SA L 722";197452
08/2017;"VUELTA DE ROCHA S.A.T.C.I.";938871
08/2017;"YITOS S.A.";1563932
07/2017;"17 DE AGOSTO S.A.";909058
07/2017;"4 DE SEPTIEMBRE S.A.T.C.P.";1240387
07/2017;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";4171747
07/2017;"ALMAFUERTE S.A.T.A.C.I.";1064583
07/2017;"AUTOBUSES BUENOS AIRES SRL";1482942
07/2017;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";4973451
07/2017;"BERNARDINO RIVADAVIA S.A.T.A.";1942044
07/2017;"BUENOS AIRES BUS SOCIEDAD ANONIMA";340787
07/2017;"BUS DEL OESTE S.A.";440796
07/2017;"CARDENAS S.A. EMPRESA DE TRANSPORTES";1217662
07/2017;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL";1104379
07/2017;"CIA LA PAZ AMADOR MOURE SACIFIYA";764796
07/2017;"COLECTIVEROS UNIDOS S.A.";1124769
07/2017;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";3976346
07/2017;"COMPAÑIA DE TRANSPORTE VECINAL S.A.";508708
07/2017;"COMPAÑIA ISLEÑA S.R.L.";4220777
07/2017;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI";1887162
07/2017;"COMPAÑIA NOROESTE S.A.T.";3211189
07/2017;"COOPERATIVA DE TRABAJO 3 DE JULIO LIMITADA";383186
07/2017;"COOPERATIVA DE TRABAJO 6 DE JULIO LIMITADA";74994
07/2017;"D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR";4391759
07/2017;"D.U.V.I. SOCIEDAD ANONIMA";982128
07/2017;"EL NUEVO HALCON S.A.";2342675
07/2017;"EL PUENTE S.A.T.";1730283
07/2017;"EL URBANO SRL";187249
07/2017;"EMP.DE TRANSP. PEDRO DE MENDOZA C.I.S.A.";1095505
07/2017;"EMP.DE TRANSP.MICROOMN.SAENZ PEÑA S.R.L.";1427777
07/2017;"EMP.TRANSP.AUTOM.DE PASAJEROS S.A.C.I.F.";1217483
07/2017;"EMPRESA 501 SA";1512380
07/2017;"EMPRESA ANTARTIDA ARGENTINA S.A.T.";710390
07/2017;"EMPRESA CINCO DE AGOSTO S.R.L.";315544
07/2017;"EMPRESA CIUDAD DE SAN FERNANDO SA";2643399
07/2017;"EMPRESA DE TRANSP. MARIANO MORENO S.A.";434929
07/2017;"EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A";2994145
07/2017;"EMPRESA DE TRANSPORTE DEL SUR SRL";924777
07/2017;"EMPRESA DE TRANSPORTE PARQUE COSTERO DEL SUR S.R.L";4012
07/2017;"EMPRESA DE TRANSPORTES 104 S.R.L.";1
07/2017;"EMPRESA DE TRANSPORTES AMERICA S.A.C.I.";889930
07/2017;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";1709353
07/2017;"EMPRESA DE TRANSPORTES SANTA RITA  SRL";28721
07/2017;"EMPRESA DEL OESTE SAT";3508141
07/2017;"EMPRESA J.M. EZEIZA S.R.L.";1731871
07/2017;"EMPRESA LINEA 216 S.A.T.";9013233
07/2017;"EMPRESA LINEA SIETE SAT";1025135
07/2017;"EMPRESA MICROOMNIBUS LARROQUE LINEA 548 SRL";340576
07/2017;"EMPRESA MONTE GRANDE S.A. LINEA 501";3597858
07/2017;"EMPRESA NUEVE DE JULIO S.A.T.";1902755
07/2017;"EMPRESA TANDILENSE S.A.C.I.F.I.Y DE S.";2607831
07/2017;"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L.";450255
07/2017;"EMRESA MONTERREY S.R.L.";186839
07/2017;"EXPRESO ARSENO SRL";939811
07/2017;"EXPRESO EMPALME LOBOS S.R.L.";66626
07/2017;"EXPRESO ESTEBAN ECHEVERRIA S.R.L.";1910040
07/2017;"EXPRESO GENERAL SARMIENTO S.A.";3439622
07/2017;"EXPRESO LA PLATA BUENOS AIRES S.A.";936678
07/2017;"EXPRESO LOMAS S.A.";1438099
07/2017;"EXPRESO NUEVE DE JULIO S.A.";1435994
07/2017;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";2226045
07/2017;"EXPRESO QUILMES S.A.";1966776
07/2017;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I.";1166474
07/2017;"EXPRESO VILLA GALICIA SAN JOSE S.A.";3697981
07/2017;"EXPRESO VILLA NUEVA S.A.";1870608
07/2017;"FERROVIAS S.A.";1720768
07/2017;"FUERTE BARRAGAN S.A.T.I.C.I.";979317
07/2017;"GENERAL PUEYRREDON S.A.T.C.I.";1080893
07/2017;"GENERAL TOMAS GUIDO S.A.C.I.F.";4745231
07/2017;"GRUPO LINEA 179 S.A.";448710
07/2017;"JUAN B. JUSTO S.A.T.C.I.";1290746
07/2017;"LA CABAÑA S.A.";6528701
07/2017;"LA CENTRAL DE ESCOBAR SA";1880034
07/2017;"LA CENTRAL DE VICENTE LOPEZ S.A.";492738
07/2017;"LA FLOR DE LUJAN SRL";38417
07/2017;"LA NUEVA METROPOL S.A.";3375235
07/2017;"LA PRIMERA DE GRAND BOURG S.A.";4543248
07/2017;"LA PRIMERA DE LA ESCONDIDA SRL";115739
07/2017;"LA PRIMERA DE MALVINAS ARGENTINAS UTE";353144
07/2017;"LA PRIMERA DE MARTINEZ S.A";1345376
07/2017;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS";2001708
07/2017;"LIBERTADOR SAN MARTIN SAT";1664198
07/2017;"LINEA 10 S.A.";808786
07/2017;"LINEA 17 S.A.";1231802
07/2017;"LINEA 213 S.A. DE TRANSPORTE";1407278
07/2017;"LINEA 22 S.A.";694486
07/2017;"LINEA 71 S.A.";1490827
07/2017;"LINEA DE MICROOMNIBUS 47 S.A.T.C.F.I.";883907
07/2017;"LINEA EXPRESO LINIERS S.A.I.Y C.";731551
07/2017;"LINEA SESENTA SA";1004488
07/2017;"LOS CONSTITUYENTES S.A.T.";3064198
07/2017;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR";1428118
07/2017;"MAYO S.A.T.A.";739452
07/2017;METROVIAS;27972088
07/2017;"METROVIAS S.A. (URQUIZA)";1715625
07/2017;"MICRO OMNIBUS AVENIDA S.A.";920997
07/2017;"MICRO OMNIBUS ESTE S.A";721901
07/2017;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";2944862
07/2017;"MICRO OMNIBUS GRAL PACHECO SRL";1335348
07/2017;"MICRO OMNIBUS MITRE S.A.";1773436
07/2017;"MICRO OMNIBUS NORTE S.A.";1626788
07/2017;"MICRO OMNIBUS O´HIGGINS S.A.T.";562816
07/2017;"MICRO OMNIBUS PRIMERA JUNTA S.A";2982293
07/2017;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";5101804
07/2017;"MICRO OMNIBUS SUR S.A.C.";1454733
07/2017;"MICRO OMNIBUS TIGRE S.A.";3472699
07/2017;"MICROEXPRES S.A.";164641
07/2017;"MICROOMNIBUS BARRANCAS DE BELGRANO S.A.";882023
07/2017;"MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I";2112829
07/2017;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.";1068518
07/2017;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";1286850
07/2017;"NUDO S.A.";2845377
07/2017;"NUEVO IDEAL S.A.";3477267
07/2017;"NUEVOS RUMBOS S.A.T.A.C.I.F.I.";1983006
07/2017;"PILAR BUS S.A";818566
07/2017;"ROCARAZA S.A.";2065197
07/2017;"RUTA BUS S.A.";1127353
07/2017;"SAN VICENTE S.A. DE TRANSPORTES";3844210
07/2017;"SARGENTO CABRAL S.A.DE TRANSPORTE";2459602
07/2017;"SERGIO A. RIVAS S.R.L";114746
07/2017;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";1647956
07/2017;"SOFSE - Belgrano Sur";1118279
07/2017;"SOFSE - Mitre";5008370
07/2017;"SOFSE - Roca";11992450
07/2017;"SOFSE - San Martin";4312378
07/2017;"SOFSE- SARMIENTO";4523005
07/2017;"SOFSE- TREN DE LA COSTA";19268
07/2017;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";854500
07/2017;"TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C.";601035
07/2017;"TRANSP. SGTO. CABRAL";742148
07/2017;"TRANSPORTE 11 DE JUNIO S.R.L.";400022
07/2017;"TRANSPORTE AUTOMOTOR PLAZA S.A.C.I.";4627983
07/2017;"TRANSPORTE AUTOMOTORES LA PLATA SA";2911132
07/2017;"TRANSPORTE DEL SUR S.R.L.";654874
07/2017;"TRANSPORTE ESCALADA S.A.T.";997926
07/2017;"TRANSPORTE IDEAL SAN JUSTO S.A.";3388801
07/2017;"TRANSPORTE JOSE HERNANDEZ S.A.C.I.";574592
07/2017;"TRANSPORTE LA UNION SA";1051353
07/2017;"TRANSPORTE LARRAZABAL C.I.S.A.";4258882
07/2017;"TRANSPORTE NUEVE DE JULIO SAC.";758920
07/2017;"TRANSPORTES 1º SEPTIEMBRE S.A.";720679
07/2017;"TRANSPORTES 27 DE JUNIO S.A.C.I.F.";426749
07/2017;"TRANSPORTES 270 S.A.";784645
07/2017;"TRANSPORTES ALMIRANTE BROWN S.A.";1232352
