anio;LINEA;TOTAL
11/2017;"FFCC BELGRANO SUR";1229334
11/2017;"FFCC MITRE";181932
11/2017;"FFCC MITRE-SUAREZ";2262438
11/2017;"FFCC MITRE-TIGRE";3111924
11/2017;"FFCC MITRE-ZARATE";1826
11/2017;"FFCC ROCA";13264034
11/2017;"FFCC SAN MARTIN";4123521
11/2017;"FFCC SARMIENTO";6597060
11/2017;"FFCC TREN DE LA COSTA";20436
11/2017;"FFCC URQUIZA";2058810
11/2017;"LINEA 031";1343304
11/2017;"LINEA 1";440735
11/2017;"LINEA 10";902570
11/2017;"LINEA 100";1189696
11/2017;"LINEA 101";1343479
11/2017;"LINEA 102";764619
11/2017;"LINEA 103";901144
11/2017;"LINEA 105";1051824
11/2017;"LINEA 106";1236773
11/2017;"LINEA 107";1052977
11/2017;"LINEA 108";640061
11/2017;"LINEA 109";859819
11/2017;"LINEA 110";1177092
11/2017;"LINEA 111";736034
11/2017;"LINEA 112";317220
11/2017;"LINEA 113";1123944
11/2017;"LINEA 114";874676
11/2017;"LINEA 115";682821
11/2017;"LINEA 117";1163133
11/2017;"LINEA 118";903894
11/2017;"LINEA 12";1761219
11/2017;"LINEA 123";390230
11/2017;"LINEA 124";942591
11/2017;"LINEA 126";1326429
11/2017;"LINEA 127";686348
11/2017;"LINEA 128";698037
11/2017;"LINEA 129";1298421
11/2017;"LINEA 130";1412102
11/2017;"LINEA 132";2142935
11/2017;"LINEA 133";673342
11/2017;"LINEA 134";825269
11/2017;"LINEA 135";851989
11/2017;"LINEA 136 BS AS";715169
11/2017;"LINEA 140";695542
11/2017;"LINEA 141";780979
11/2017;"LINEA 143";515245
11/2017;"LINEA 146";941492
11/2017;"LINEA 148";2476821
11/2017;"LINEA 15";2004399
11/2017;"LINEA 150";710239
11/2017;"LINEA 151";997652
11/2017;"LINEA 152";2821118
11/2017;"LINEA 153 BS AS";406986
11/2017;"LINEA 154";164948
11/2017;"LINEA 158";510347
11/2017;"LINEA 159";2469426
11/2017;"LINEA 160";1576232
11/2017;"LINEA 161";1731564
11/2017;"LINEA 163 BS AS";467018
11/2017;"LINEA 165";957711
11/2017;"LINEA 166";1353616
11/2017;"LINEA 168";1284197
11/2017;"LINEA 169";598136
11/2017;"LINEA 17";1307515
11/2017;"LINEA 172";627588
11/2017;"LINEA 174 BS AS";865070
11/2017;"LINEA 175";470645
11/2017;"LINEA 176";2255258
11/2017;"LINEA 177";751921
11/2017;"LINEA 178";1622503
11/2017;"LINEA 179";478987
11/2017;"LINEA 180";2104988
11/2017;"LINEA 181";806150
11/2017;"LINEA 182";1394540
11/2017;"LINEA 184";568206
11/2017;"LINEA 185";433255
11/2017;"LINEA 188";1063576
11/2017;"LINEA 19";760834
11/2017;"LINEA 193";237953
11/2017;"LINEA 194";706901
11/2017;"LINEA 195";365626
11/2017;"LINEA 2";979600
11/2017;"LINEA 20";514968
11/2017;"LINEA 200";103339
11/2017;"LINEA 202";1249768
11/2017;"LINEA 203";3870955
11/2017;"LINEA 204";329627
11/2017;"LINEA 204B";238433
11/2017;"LINEA 205";375146
11/2017;"LINEA 21";2326825
11/2017;"LINEA 214";672646
11/2017;"LINEA 215";211974
11/2017;"LINEA 218";1061754
11/2017;"LINEA 219";786592
11/2017;"LINEA 22";769247
11/2017;"LINEA 222";164910
11/2017;"LINEA 225";36919
11/2017;"LINEA 228 B";279031
11/2017;"LINEA 228A";70747
11/2017;"LINEA 228C";270345
11/2017;"LINEA 228E";334321
11/2017;"LINEA 228F";387915
11/2017;"LINEA 23";407431
11/2017;"LINEA 236";2529409
11/2017;"LINEA 237";1952554
11/2017;"LINEA 238";929566
11/2017;"LINEA 239A";589912
11/2017;"LINEA 239B";259384
11/2017;"LINEA 24";1300023
11/2017;"LINEA 242";2629012
11/2017;"LINEA 243";109302
11/2017;"LINEA 244";297004
11/2017;"LINEA 245";227247
11/2017;"LINEA 247";1531678
11/2017;"LINEA 25";660613
11/2017;"LINEA 252";636449
11/2017;"LINEA 253 BS AS";71796
11/2017;"LINEA 256";44888
11/2017;"LINEA 257";1200479
11/2017;"LINEA 26";983810
11/2017;"LINEA 263A";305775
11/2017;"LINEA 263B";433999
11/2017;"LINEA 264";509978
11/2017;"LINEA 266";2257973
11/2017;"LINEA 269";1744389
11/2017;"LINEA 271";1083636
11/2017;"LINEA 273";1332827
11/2017;"LINEA 275";781894
11/2017;"LINEA 276";1172557
11/2017;"LINEA 277";275768
11/2017;"LINEA 278";1328845
11/2017;"LINEA 28";2485089
11/2017;"LINEA 281";570640
11/2017;"LINEA 283";986149
11/2017;"LINEA 284";296533
11/2017;"LINEA 288";312547
11/2017;"LINEA 289";578282
11/2017;"LINEA 29";1195959
11/2017;"LINEA 291";788084
11/2017;"LINEA 293A";487048
11/2017;"LINEA 293B";320223
11/2017;"LINEA 295";625319
11/2017;"LINEA 297";418912
11/2017;"LINEA 298";873164
11/2017;"LINEA 299";634669
11/2017;"LINEA 300";669343
11/2017;"LINEA 302";663343
11/2017;"LINEA 303";827752
11/2017;"LINEA 304";1081937
11/2017;"LINEA 306";1886668
11/2017;"LINEA 307";1167247
11/2017;"LINEA 310";230602
11/2017;"LINEA 311";1004144
11/2017;"LINEA 312";617229
11/2017;"LINEA 313";94666
11/2017;"LINEA 314";1443320
11/2017;"LINEA 315";653165
11/2017;"LINEA 317 BS AS";705594
11/2017;"LINEA 318";1910457
11/2017;"LINEA 320";154244
11/2017;"LINEA 321 BS AS";243468
11/2017;"LINEA 322 BS AS";548081
11/2017;"LINEA 323";698180
11/2017;"LINEA 324";2743511
11/2017;"LINEA 325";425643
11/2017;"LINEA 326";231470
11/2017;"LINEA 327";614437
11/2017;"LINEA 328";847715
11/2017;"LINEA 329";478006
11/2017;"LINEA 32A";414657
11/2017;"LINEA 33";1268208
11/2017;"LINEA 333";626788
11/2017;"LINEA 336";267481
11/2017;"LINEA 338";2084904
11/2017;"LINEA 34";1407848
11/2017;"LINEA 341";1349692
11/2017;"LINEA 343";1504471
11/2017;"LINEA 350";628113
11/2017;"LINEA 354";1005982
11/2017;"LINEA 355";58043
11/2017;"LINEA 36";477839
11/2017;"LINEA 365";3064113
11/2017;"LINEA 37";1357533
11/2017;"LINEA 370";309405
11/2017;"LINEA 371";1131421
11/2017;"LINEA 372";164303
11/2017;"LINEA 373";524560
11/2017;"LINEA 378";1330546
11/2017;"LINEA 379";123101
11/2017;"LINEA 382";600831
11/2017;"LINEA 383";685723
11/2017;"LINEA 384";227946
11/2017;"LINEA 385";453297
11/2017;"LINEA 386";319421
11/2017;"LINEA 388";152457
11/2017;"LINEA 39";1687823
11/2017;"LINEA 390";314660
11/2017;"LINEA 391";823628
11/2017;"LINEA 392";278257
11/2017;"LINEA 394";746867
11/2017;"LINEA 395";588597
11/2017;"LINEA 4";792407
11/2017;"LINEA 403";29062
11/2017;"LINEA 404";914672
11/2017;"LINEA 405";502812
11/2017;"LINEA 406";922848
11/2017;"LINEA 407";514427
11/2017;"LINEA 41";1232161
11/2017;"LINEA 410";246845
11/2017;"LINEA 414";49125
11/2017;"LINEA 418";86054
11/2017;"LINEA 42";918506
11/2017;"LINEA 421";99727
11/2017;"LINEA 422";926108
11/2017;"LINEA 429";132174
11/2017;"LINEA 430";64822
11/2017;"LINEA 435";49411
11/2017;"LINEA 436";196516
11/2017;"LINEA 437";482567
11/2017;"LINEA 44";876384
11/2017;"LINEA 440";3059531
11/2017;"LINEA 441";559176
11/2017;"LINEA 443";63324
11/2017;"LINEA 443A";283990
11/2017;"LINEA 445";267665
11/2017;"LINEA 446";47961
11/2017;"LINEA 448";1501518
11/2017;"LINEA 449";583689
11/2017;"LINEA 45";966708
11/2017;"LINEA 46";771564
11/2017;"LINEA 461";105814
11/2017;"LINEA 462";79653
11/2017;"LINEA 463";546780
11/2017;"LINEA 464";337603
11/2017;"LINEA 47";970314
11/2017;"LINEA 49";391709
11/2017;"LINEA 5";1021290
11/2017;"LINEA 50";839328
11/2017;"LINEA 500B";32687
11/2017;"LINEA 500C";54989
11/2017;"LINEA 500D";1537039
11/2017;"LINEA 500G";658977
11/2017;"LINEA 500H";169186
11/2017;"LINEA 501 A";1600499
11/2017;"LINEA 501B";484255
11/2017;"LINEA 501C";2962504
11/2017;"LINEA 501D";68611
11/2017;"LINEA 501E";85482
11/2017;"LINEA 501F";234751
11/2017;"LINEA 501G";5247529
11/2017;"LINEA 501H";42440
11/2017;"LINEA 501I";386013
11/2017;"LINEA 502";9732
11/2017;"LINEA 502A";10302
11/2017;"LINEA 502B";51991
11/2017;"LINEA 503";314003
11/2017;"LINEA 503 B";420710
11/2017;"LINEA 503 ESTE";1038228
11/2017;"LINEA 503 ESTE LA PLATA";197474
11/2017;"LINEA 503A BS AS";1165106
11/2017;"LINEA 503C";107815
11/2017;"LINEA 503H (RIVAS)";128611
11/2017;"LINEA 504A";1949593
11/2017;"LINEA 504B";18597
11/2017;"LINEA 504C";175760
11/2017;"LINEA 505 D";412156
11/2017;"LINEA 505C";107609
11/2017;"LINEA 505E";4092
11/2017;"LINEA 506";182163
11/2017;"LINEA 506A";192791
11/2017;"LINEA 506B";17030
11/2017;"LINEA 506F";313248
11/2017;"LINEA 507";147814
11/2017;"LINEA 507B";96835
11/2017;"LINEA 508";155319
11/2017;"LINEA 508A";178790
11/2017;"LINEA 508C";41861
11/2017;"LINEA 509";160437
11/2017;"LINEA 509C";117058
11/2017;"LINEA 51";859979
11/2017;"LINEA 510A";182944
11/2017;"LINEA 510B";837413
11/2017;"LINEA 511";87564
11/2017;"LINEA 511A";4990
11/2017;"LINEA 511B";377020
11/2017;"LINEA 512";56488
11/2017;"LINEA 513";1342
11/2017;"LINEA 513A";158890
11/2017;"LINEA 514";1035309
11/2017;"LINEA 515";730288
11/2017;"LINEA 518";1301653
11/2017;"LINEA 518 LA PLATA";52929
11/2017;"LINEA 520A";792084
11/2017;"LINEA 520B";538388
11/2017;"LINEA 520C";385796
11/2017;"LINEA 521 A";251068
11/2017;"LINEA 522";36550
11/2017;"LINEA 523";219083
11/2017;"LINEA 524";346992
11/2017;"LINEA 526";515667
11/2017;"LINEA 527";151013
11/2017;"LINEA 53";1589525
11/2017;"LINEA 532";514650
11/2017;"LINEA 540 BSAS";562304
11/2017;"LINEA 541";556124
11/2017;"LINEA 542";382070
11/2017;"LINEA 543";713466
11/2017;"LINEA 544";598764
11/2017;"LINEA 548";393998
11/2017;"LINEA 55";1108720
11/2017;"LINEA 550 BSAS";361739
11/2017;"LINEA 551";273276
11/2017;"LINEA 552 BSAS";388726
11/2017;"LINEA 553 BSAS";395230
11/2017;"LINEA 56";621564
11/2017;"LINEA 561";168577
11/2017;"LINEA 561B";47163
11/2017;"LINEA 562";378335
11/2017;"LINEA 564";465876
11/2017;"LINEA 57";1410650
11/2017;"LINEA 570";539003
11/2017;"LINEA 580";220964
11/2017;"LINEA 582";618876
11/2017;"LINEA 583";345055
11/2017;"LINEA 584";396768
11/2017;"LINEA 585";734059
11/2017;"LINEA 586";145371
11/2017;"LINEA 59";2187917
11/2017;"LINEA 6";497736
11/2017;"LINEA 60";2654765
11/2017;"LINEA 603";616222
11/2017;"LINEA 61";321689
11/2017;"LINEA 619";419229
11/2017;"LINEA 62";322173
11/2017;"LINEA 620";3037516
11/2017;"LINEA 621";1068010
11/2017;"LINEA 622";1235333
11/2017;"LINEA 624";1049736
11/2017;"LINEA 628";152187
11/2017;"LINEA 63";956647
11/2017;"LINEA 630";577505
11/2017;"LINEA 634";591289
11/2017;"LINEA 635 BS AS";274862
11/2017;"LINEA 64";945909
11/2017;"LINEA 65";1013839
11/2017;"LINEA 67";859574
11/2017;"LINEA 670";1071751
11/2017;"LINEA 68";1497959
11/2017;"LINEA 7";669379
11/2017;"LINEA 70";856236
11/2017;"LINEA 707";1522080
11/2017;"LINEA 71";1543979
11/2017;"LINEA 710";908488
11/2017;"LINEA 720";2192126
11/2017;"LINEA 721";1391516
11/2017;"LINEA 722";195975
11/2017;"LINEA 723";449181
11/2017;"LINEA 74";387601
11/2017;"LINEA 740";1040668
11/2017;"LINEA 741";444934
11/2017;"LINEA 749";1217418
11/2017;"LINEA 75";273735
11/2017;"LINEA 76";937432
11/2017;"LINEA 78";918363
11/2017;"LINEA 79";602570
11/2017;"LINEA 8";1066102
11/2017;"LINEA 80";1477178
11/2017;"LINEA 84";703255
11/2017;"LINEA 85";1801919
11/2017;"LINEA 86";792515
11/2017;"LINEA 87";892897
11/2017;"LINEA 88";819840
11/2017;"LINEA 9";1042448
11/2017;"LINEA 90";507384
11/2017;"LINEA 91";1113351
11/2017;"LINEA 92";1524100
11/2017;"LINEA 93";806844
11/2017;"LINEA 95";765596
11/2017;"LINEA 96";1925166
11/2017;"LINEA 97";475558
11/2017;"LINEA 98";2135067
11/2017;"LINEA 99";495559
11/2017;"LINEA A";5594004
11/2017;"LINEA B";7814602
11/2017;"LINEA C";4614335
11/2017;"LINEA D";7150125
11/2017;"LINEA E";2041632
11/2017;"LINEA H";2550674
11/2017;"LINEA OESTE";1798358
11/2017;"LINEA PREMETRO";74407
11/2017;"LINEA SIN NUMERO (COOP 6 DE JULIO)";86185
11/2017;"LINEA SUR MUNICIPAL";370212
11/2017;LINEA_500-503;393837
11/2017;"NORTE MUNICIPAL";632455
10/2017;BSAS_LINEA_504_ITUZAINGO;36119
10/2017;"FFCC BELGRANO NORTE";2181407
10/2017;"FFCC BELGRANO SUR";1185889
10/2017;"FFCC MITRE";183358
10/2017;"FFCC MITRE-SUAREZ";2216791
10/2017;"FFCC MITRE-TIGRE";3135869
10/2017;"FFCC MITRE-ZARATE";1858
10/2017;"FFCC ROCA";13005279
10/2017;"FFCC SAN MARTIN";4276412
10/2017;"FFCC SARMIENTO";6340874
10/2017;"FFCC TREN DE LA COSTA";19154
10/2017;"FFCC URQUIZA";2006674
10/2017;"LINEA 031";1357496
10/2017;"LINEA 1";455248
10/2017;"LINEA 10";897875
10/2017;"LINEA 100";1236331
10/2017;"LINEA 101";1384727
10/2017;"LINEA 102";780618
10/2017;"LINEA 103";923591
10/2017;"LINEA 105";1040260
10/2017;"LINEA 106";1240968
10/2017;"LINEA 107";1083892
10/2017;"LINEA 108";645714
10/2017;"LINEA 109";867731
10/2017;"LINEA 110";1191813
10/2017;"LINEA 111";764105
10/2017;"LINEA 112";180411
10/2017;"LINEA 113";1158099
10/2017;"LINEA 114";898262
10/2017;"LINEA 115";704283
10/2017;"LINEA 117";1165567
10/2017;"LINEA 118";916870
10/2017;"LINEA 12";1787380
10/2017;"LINEA 123";382043
10/2017;"LINEA 124";964519
10/2017;"LINEA 126";1358105
10/2017;"LINEA 127";704618
10/2017;"LINEA 128";707581
10/2017;"LINEA 129";1384588
10/2017;"LINEA 130";1428077
10/2017;"LINEA 132";2205766
10/2017;"LINEA 133";679020
10/2017;"LINEA 134";847024
10/2017;"LINEA 135";851188
10/2017;"LINEA 136 BS AS";709732
10/2017;"LINEA 140";745761
10/2017;"LINEA 141";807742
10/2017;"LINEA 143";530887
10/2017;"LINEA 146";966816
10/2017;"LINEA 148";2558532
10/2017;"LINEA 15";2052573
10/2017;"LINEA 150";721876
10/2017;"LINEA 151";1007457
10/2017;"LINEA 152";2799719
10/2017;"LINEA 153 BS AS";405859
10/2017;"LINEA 154";167399
10/2017;"LINEA 158";518780
10/2017;"LINEA 159";2537185
10/2017;"LINEA 160";1630954
10/2017;"LINEA 161";1718650
10/2017;"LINEA 163 BS AS";474454
10/2017;"LINEA 165";615979
10/2017;"LINEA 166";1357588
10/2017;"LINEA 168";1291088
10/2017;"LINEA 169";632836
10/2017;"LINEA 17";1340229
10/2017;"LINEA 172";617987
10/2017;"LINEA 174 BS AS";880540
10/2017;"LINEA 175";466410
10/2017;"LINEA 176";2295727
10/2017;"LINEA 177";931784
10/2017;"LINEA 178";1659788
10/2017;"LINEA 179";517856
10/2017;"LINEA 180";2168262
10/2017;"LINEA 181";785735
10/2017;"LINEA 182";1431042
10/2017;"LINEA 184";568193
10/2017;"LINEA 185";475709
10/2017;"LINEA 188";1105529
10/2017;"LINEA 19";767763
10/2017;"LINEA 193";215909
10/2017;"LINEA 194";732441
10/2017;"LINEA 195";378407
10/2017;"LINEA 2";975733
10/2017;"LINEA 20";531348
10/2017;"LINEA 200";100213
10/2017;"LINEA 202";1289017
10/2017;"LINEA 203";3790599
10/2017;"LINEA 204";366893
10/2017;"LINEA 204B";243402
10/2017;"LINEA 205";418601
10/2017;"LINEA 21";2368483
10/2017;"LINEA 214";676187
10/2017;"LINEA 215";203414
10/2017;"LINEA 218";1068641
10/2017;"LINEA 219";805517
10/2017;"LINEA 22";789878
10/2017;"LINEA 222";169078
10/2017;"LINEA 225";27262
10/2017;"LINEA 228 B";290224
10/2017;"LINEA 228A";77604
10/2017;"LINEA 228C";276072
10/2017;"LINEA 228E";337191
10/2017;"LINEA 228F";397402
10/2017;"LINEA 23";404612
10/2017;"LINEA 236";2600572
10/2017;"LINEA 237";1988169
10/2017;"LINEA 238";923841
10/2017;"LINEA 239A";614864
10/2017;"LINEA 239B";262476
10/2017;"LINEA 24";1337780
10/2017;"LINEA 242";2689262
10/2017;"LINEA 243";76498
10/2017;"LINEA 244";304054
10/2017;"LINEA 245";228231
10/2017;"LINEA 247";1588006
10/2017;"LINEA 25";662737
10/2017;"LINEA 252";647362
10/2017;"LINEA 253 BS AS";75703
10/2017;"LINEA 256";42530
10/2017;"LINEA 257";1212501
10/2017;"LINEA 26";1011729
10/2017;"LINEA 263A";290513
10/2017;"LINEA 263B";465383
10/2017;"LINEA 264";519138
10/2017;"LINEA 266";2260171
10/2017;"LINEA 269";1796284
10/2017;"LINEA 271";1134236
10/2017;"LINEA 273";1373954
10/2017;"LINEA 275";797926
10/2017;"LINEA 276";1199262
10/2017;"LINEA 277";298689
10/2017;"LINEA 278";1341694
10/2017;"LINEA 28";2529702
10/2017;"LINEA 281";579378
10/2017;"LINEA 283";997440
10/2017;"LINEA 284";311147
10/2017;"LINEA 288";314948
10/2017;"LINEA 289";640223
10/2017;"LINEA 29";1215888
10/2017;"LINEA 291";807637
10/2017;"LINEA 293A";500721
10/2017;"LINEA 293B";337054
10/2017;"LINEA 295";640904
10/2017;"LINEA 297";424426
10/2017;"LINEA 298";883476
10/2017;"LINEA 299";640486
10/2017;"LINEA 300";660190
10/2017;"LINEA 302";682523
10/2017;"LINEA 303";850398
10/2017;"LINEA 304";1119113
10/2017;"LINEA 306";1892715
10/2017;"LINEA 307";1185996
10/2017;"LINEA 310";234209
10/2017;"LINEA 311";1058031
10/2017;"LINEA 312";635652
10/2017;"LINEA 313";95434
10/2017;"LINEA 314";1477719
10/2017;"LINEA 315";707722
10/2017;"LINEA 317 BS AS";712922
10/2017;"LINEA 318";1971442
10/2017;"LINEA 320";151988
10/2017;"LINEA 321 BS AS";245084
10/2017;"LINEA 322 BS AS";585851
10/2017;"LINEA 323";705033
10/2017;"LINEA 324";2775588
10/2017;"LINEA 325";429223
10/2017;"LINEA 326";257359
10/2017;"LINEA 327";641211
10/2017;"LINEA 328";861780
10/2017;"LINEA 329";489035
10/2017;"LINEA 32A";451643
10/2017;"LINEA 33";1327922
10/2017;"LINEA 333";620714
10/2017;"LINEA 336";272049
10/2017;"LINEA 338";2150241
10/2017;"LINEA 34";1411086
10/2017;"LINEA 341";1458681
10/2017;"LINEA 343";1562114
10/2017;"LINEA 350";626857
10/2017;"LINEA 354";1043538
10/2017;"LINEA 355";59183
10/2017;"LINEA 36";478197
10/2017;"LINEA 365";3138645
10/2017;"LINEA 37";1403203
10/2017;"LINEA 370";313239
10/2017;"LINEA 371";1151280
10/2017;"LINEA 372";171257
10/2017;"LINEA 373";546211
10/2017;"LINEA 378";1369377
10/2017;"LINEA 379";64186
10/2017;"LINEA 382";615247
10/2017;"LINEA 383";700265
10/2017;"LINEA 384";201217
10/2017;"LINEA 385";455110
10/2017;"LINEA 386";314796
10/2017;"LINEA 388";147510
10/2017;"LINEA 39";1675518
10/2017;"LINEA 390";322552
10/2017;"LINEA 391";842915
10/2017;"LINEA 392";287073
10/2017;"LINEA 394";757475
10/2017;"LINEA 395";602291
10/2017;"LINEA 4";799144
10/2017;"LINEA 403";26606
10/2017;"LINEA 404";946774
10/2017;"LINEA 405";508300
10/2017;"LINEA 406";957219
10/2017;"LINEA 407";521525
10/2017;"LINEA 41";1275332
10/2017;"LINEA 410";242929
10/2017;"LINEA 414";51731
10/2017;"LINEA 418";87769
10/2017;"LINEA 42";953452
10/2017;"LINEA 421";100050
10/2017;"LINEA 422";951009
10/2017;"LINEA 429";131910
10/2017;"LINEA 430";71675
10/2017;"LINEA 435";63463
10/2017;"LINEA 436";209049
10/2017;"LINEA 437";479884
10/2017;"LINEA 44";888950
10/2017;"LINEA 440";3142184
10/2017;"LINEA 441";551557
10/2017;"LINEA 443";55568
10/2017;"LINEA 443A";286119
10/2017;"LINEA 445";266618
10/2017;"LINEA 446";51996
10/2017;"LINEA 448";1531396
10/2017;"LINEA 449";620116
10/2017;"LINEA 45";985977
10/2017;"LINEA 46";781088
10/2017;"LINEA 461";109624
10/2017;"LINEA 462";85909
10/2017;"LINEA 463";566538
10/2017;"LINEA 464";351807
10/2017;"LINEA 47";1008094
10/2017;"LINEA 49";401300
10/2017;"LINEA 5";1032478
10/2017;"LINEA 50";858808
10/2017;"LINEA 500B";34393
10/2017;"LINEA 500C";57557
10/2017;"LINEA 500D";1506527
10/2017;"LINEA 500G";672692
10/2017;"LINEA 500H";178109
10/2017;"LINEA 501 A";1638566
10/2017;"LINEA 501B";504358
10/2017;"LINEA 501C";3054968
10/2017;"LINEA 501D";70473
10/2017;"LINEA 501E";83677
10/2017;"LINEA 501F";238354
10/2017;"LINEA 501G";5224448
10/2017;"LINEA 501H";43195
10/2017;"LINEA 501I";402825
10/2017;"LINEA 502";9430
10/2017;"LINEA 502A";11344
10/2017;"LINEA 502B";53330
10/2017;"LINEA 503";323470
10/2017;"LINEA 503 B";426873
10/2017;"LINEA 503 ESTE";1034950
10/2017;"LINEA 503 ESTE LA PLATA";205521
10/2017;"LINEA 503A BS AS";1227081
10/2017;"LINEA 503C";113415
10/2017;"LINEA 503H (RIVAS)";133166
10/2017;"LINEA 504A";2010762
10/2017;"LINEA 504B";20110
10/2017;"LINEA 504C";170313
10/2017;"LINEA 505 D";412859
10/2017;"LINEA 505C";112021
10/2017;"LINEA 505E";2980
10/2017;"LINEA 506";190130
10/2017;"LINEA 506A";193189
10/2017;"LINEA 506B";18238
10/2017;"LINEA 506F";325640
10/2017;"LINEA 507";148388
10/2017;"LINEA 507B";98258
10/2017;"LINEA 508";152366
10/2017;"LINEA 508A";170020
10/2017;"LINEA 508C";43058
10/2017;"LINEA 509";163683
10/2017;"LINEA 509C";107515
10/2017;"LINEA 51";724803
10/2017;"LINEA 510A";183365
10/2017;"LINEA 510B";864356
10/2017;"LINEA 511";94838
10/2017;"LINEA 511A";4360
10/2017;"LINEA 511B";407021
10/2017;"LINEA 512";52370
10/2017;"LINEA 513";1229
10/2017;"LINEA 513A";174266
10/2017;"LINEA 514";1090801
10/2017;"LINEA 515";736502
10/2017;"LINEA 518";1336863
10/2017;"LINEA 518 LA PLATA";54207
10/2017;"LINEA 520A";806633
10/2017;"LINEA 520B";559689
10/2017;"LINEA 520C";386942
10/2017;"LINEA 521 A";244192
10/2017;"LINEA 522";41049
10/2017;"LINEA 523";225704
10/2017;"LINEA 524";350204
10/2017;"LINEA 526";545388
10/2017;"LINEA 527";161938
10/2017;"LINEA 53";1603957
10/2017;"LINEA 532";547683
10/2017;"LINEA 540 BSAS";549028
10/2017;"LINEA 541";545738
10/2017;"LINEA 542";377422
10/2017;"LINEA 543";727494
10/2017;"LINEA 544";614189
10/2017;"LINEA 548";403434
10/2017;"LINEA 55";1113811
10/2017;"LINEA 550 BSAS";383976
10/2017;"LINEA 551";291830
10/2017;"LINEA 552 BSAS";386864
10/2017;"LINEA 553 BSAS";410700
10/2017;"LINEA 56";633653
10/2017;"LINEA 561";175988
10/2017;"LINEA 561B";45769
10/2017;"LINEA 562";400278
10/2017;"LINEA 564";470231
10/2017;"LINEA 57";1400119
10/2017;"LINEA 570";563524
10/2017;"LINEA 580";231795
10/2017;"LINEA 582";617129
10/2017;"LINEA 583";345546
10/2017;"LINEA 584";384937
10/2017;"LINEA 585";725398
10/2017;"LINEA 586";141251
10/2017;"LINEA 59";2181949
10/2017;"LINEA 6";520522
10/2017;"LINEA 60";2719206
10/2017;"LINEA 603";630371
10/2017;"LINEA 61";337555
10/2017;"LINEA 619";436745
10/2017;"LINEA 62";313087
10/2017;"LINEA 620";3115398
10/2017;"LINEA 621";1111004
10/2017;"LINEA 622";1263185
10/2017;"LINEA 624";1096981
10/2017;"LINEA 628";157874
10/2017;"LINEA 63";967932
10/2017;"LINEA 630";538575
10/2017;"LINEA 634";594018
10/2017;"LINEA 635 BS AS";295773
10/2017;"LINEA 64";961606
10/2017;"LINEA 65";1022973
10/2017;"LINEA 67";842500
10/2017;"LINEA 670";1096348
10/2017;"LINEA 68";1537333
10/2017;"LINEA 7";680458
10/2017;"LINEA 70";848171
10/2017;"LINEA 707";1549046
10/2017;"LINEA 71";1580735
10/2017;"LINEA 710";929727
10/2017;"LINEA 720";2237225
10/2017;"LINEA 721";1418924
10/2017;"LINEA 722";174543
10/2017;"LINEA 723";459013
10/2017;"LINEA 74";309714
10/2017;"LINEA 740";1037870
10/2017;"LINEA 741";464162
10/2017;"LINEA 749";1200060
10/2017;"LINEA 75";292861
10/2017;"LINEA 76";956635
10/2017;"LINEA 78";931040
10/2017;"LINEA 79";830985
10/2017;"LINEA 8";1071723
10/2017;"LINEA 80";1527993
10/2017;"LINEA 84";710570
10/2017;"LINEA 85";1825469
10/2017;"LINEA 86";832287
10/2017;"LINEA 87";927910
10/2017;"LINEA 88";834043
10/2017;"LINEA 9";1040790
10/2017;"LINEA 90";505638
10/2017;"LINEA 91";1135557
10/2017;"LINEA 92";1538295
10/2017;"LINEA 93";809123
10/2017;"LINEA 95";777995
10/2017;"LINEA 96";1878260
10/2017;"LINEA 97";484678
10/2017;"LINEA 98";2169418
10/2017;"LINEA 99";496047
10/2017;"LINEA A";5589027
10/2017;"LINEA B";7945888
10/2017;"LINEA C";4689810
10/2017;"LINEA D";7327045
10/2017;"LINEA E";2115431
10/2017;"LINEA H";2570757
10/2017;"LINEA OESTE";1815237
10/2017;"LINEA PREMETRO";82045
10/2017;"LINEA SIN NUMERO (COOP 6 DE JULIO)";85885
10/2017;"LINEA SUR MUNICIPAL";369385
10/2017;LINEA_500-503;399566
10/2017;"NORTE MUNICIPAL";645332
09/2017;BSAS_LINEA_504_ITUZAINGO;36494
09/2017;"FFCC BELGRANO NORTE";2226813
09/2017;"FFCC BELGRANO SUR";1073456
09/2017;"FFCC MITRE";189015
09/2017;"FFCC MITRE-SUAREZ";2051334
09/2017;"FFCC MITRE-TIGRE";2962142
09/2017;"FFCC MITRE-ZARATE";1723
09/2017;"FFCC ROCA";12588488
09/2017;"FFCC SAN MARTIN";4320611
09/2017;"FFCC SARMIENTO";5686246
09/2017;"FFCC TREN DE LA COSTA";14552
